,valid_loss_best,test_sharpe_gross,test_sharpe_net
misunderstood-sweep-50,0.35230149782728404,1.528295039480332,1.0522437584486646
fluent-sweep-7,0.30888206706467,1.0444280173907912,0.7803907729217092
sparkling-sweep-44,0.30231094794968766,1.1510420916830828,0.8925942964798271
pretty-sweep-21,0.29364548555829306,1.027667658015433,0.8107430158854628
elated-sweep-33,0.2922106120650741,0.9718404809673996,0.7732236889731584
dutiful-sweep-19,0.28955586559393187,0.9641016636698774,0.7085335625707672
lilac-sweep-10,0.26598243167002994,0.8016973825825232,0.5808562787998878
hardy-sweep-30,0.25540742955424567,0.9670108077505014,0.6767358728584583
volcanic-sweep-31,0.2530810112754504,1.020408370264719,0.8281671586069432
legendary-sweep-18,0.2220137765010198,0.936943707849519,0.6113330363936156
usual-sweep-8,0.1981543911000093,0.8803921577533063,0.594741948189969
faithful-sweep-6,0.193500945965449,0.825877971799955,0.6665216632163794
feasible-sweep-49,0.19302059752358633,0.3744443575288559,0.3612177323399755
playful-sweep-24,0.1847712116485292,0.6744895378919028,0.5096190079095023
feasible-sweep-11,0.17975370399653912,0.504909183413697,0.405903748620659
breezy-sweep-12,0.17920491023158486,0.41889978022926977,0.4049275428812108
driven-sweep-34,0.17912633225999094,0.42214002202486073,0.4081889553337814
polished-sweep-23,0.17875644395297224,0.42308454235175,0.4091106581547107
hardy-sweep-46,0.1784463165835901,0.4216709590055958,0.40771219746009274
swift-sweep-14,0.17441568862308154,0.6717744588173822,0.5549531257592372
good-sweep-40,0.16539393287772933,0.42237797978608255,0.4084252599142857
unique-sweep-5,0.1602619249712337,0.8244596433431362,0.6676352405280646
misunderstood-sweep-20,0.1582456751881788,0.825246249506302,0.6902987489376454
earthy-sweep-38,0.15709966762612262,0.8348773264868865,0.6150508287642782
wise-sweep-43,0.15478307070831457,0.679156540045053,0.5770101367521334
fanciful-sweep-3,0.15071248127655548,0.5621285263490566,0.39633833721551776
sweet-sweep-51,0.14755244892633831,0.6027628250179021,0.50567575367564
exalted-sweep-39,0.1401840547720591,0.5632684779306619,0.3826122470213593
copper-sweep-13,0.1390491243113171,0.6926470006997335,0.5785609255950924
honest-sweep-15,0.13805576600134373,0.906748583200189,0.7791329986472214
trim-sweep-28,0.1315100776652495,0.8689477556364421,0.704046121690285
usual-sweep-26,0.12984317727386951,0.8673324949457978,0.6915969897843853
glorious-sweep-35,0.1230283174663782,0.6477087658758736,0.5192642276739706
dulcet-sweep-41,0.12024980317801236,0.7485734253733913,0.622399682980194
clean-sweep-4,0.11360507706801096,0.5397694268676533,0.4003147179368375
copper-sweep-25,0.1129464538147052,0.6895452442712962,0.5885470302223199
fearless-sweep-17,0.10929103506108125,0.6977785162080203,0.5663582542564622
robust-sweep-9,0.1058920415287668,0.7294510621808628,0.6151662486797275
faithful-sweep-42,0.10144393201070752,0.7115476021840839,0.5636707214401626
toasty-sweep-32,0.09590855020691048,0.7797980747741875,0.6744899195253771
golden-sweep-27,0.08668889819333951,0.7556323922212607,0.5686697060260292
decent-sweep-29,0.08516828157007694,0.64003172893073,0.5382689824546695
whole-sweep-36,0.08360893900195758,0.7726687647603679,0.6745217615264739
solar-sweep-22,0.08152777498418634,0.7257253880979729,0.601904509523069
playful-sweep-45,0.07118940150195902,0.6733767513874032,0.5810574653402645
floral-sweep-48,0.06542442400347102,0.6717958091178892,0.5013966712268931
smart-sweep-2,0.0639452300965786,0.9130363542479428,0.8311321854662322
hearty-sweep-47,0.06371549579004447,0.7574818298898577,0.6345631439887502
skilled-sweep-37,0.06171675585210323,0.789948003922957,0.6729869066928085
ancient-sweep-16,-0.05046546870532135,0.41881369501641386,0.3799624667501326
