,valid_loss_best,test_sharpe_gross,test_sharpe_net
misunderstood-sweep-32,0.7442261934280395,1.0928795693376676,0.9618269052741544
wandering-sweep-28,0.7353121161460876,0.9289053229756216,0.908325998668412
twilight-sweep-15,0.7289494395256042,0.9549126477929528,0.9261792435239888
azure-sweep-6,0.7137560665607452,1.0526651440770685,1.026850629207449
olive-sweep-7,0.7061326801776886,0.8575004068168102,0.8347821414902716
crimson-sweep-50,0.6954086661338806,0.9853541747081188,0.9627355149246172
dry-sweep-4,0.6898754239082336,0.928715182623388,0.904796595318322
honest-sweep-24,0.6816058158874512,1.2202742690700612,1.1227934931481056
graceful-sweep-8,0.6778132319450378,1.1992681059907062,1.058912929672757
swept-sweep-46,0.6737037102381388,0.910303907426194,0.8587193427829424
fallen-sweep-41,0.6578556100527445,0.930872477899476,0.9048007351846468
lemon-sweep-14,0.6443558990955353,0.9550312102861764,0.9284461129993457
polished-sweep-9,0.6428418755531311,0.9575986947749904,0.9255628075834756
rose-sweep-10,0.6386966943740845,1.0611556263001718,0.9946789968295574
sandy-sweep-31,0.6349493463834127,1.1106088052802918,0.9868627633528272
clean-sweep-17,0.6335761745770773,0.9385345840623268,0.8526820557390422
breezy-sweep-34,0.6225431064764658,0.8165838469674744,0.7949453142669057
sweet-sweep-5,0.618963619073232,0.9553270577849104,0.926960008270666
polar-sweep-43,0.6164197127024332,1.199423107764682,1.0555821560556422
robust-sweep-23,0.6138439377148946,1.156295370427188,1.031300755161726
dandy-sweep-2,0.6117985963821411,0.7978306214515727,0.7843566507633775
crisp-sweep-36,0.6089247067769369,1.2832609617378543,1.1811281023018954
resilient-sweep-27,0.6073860049247741,1.1119669561356815,1.0293332254628538
electric-sweep-13,0.6071711540222168,0.7913043351027464,0.7777941303850275
atomic-sweep-25,0.6065648595492045,0.974906825900509,0.9494548805143048
youthful-sweep-48,0.6024056047201156,1.165178989692245,1.036784163819592
expert-sweep-45,0.6009836892286936,1.0073392609747052,0.9775802097248724
fast-sweep-29,0.6003964841365814,1.311446318246877,0.9882564071395912
resilient-sweep-16,0.6000743478536605,0.983314493363004,0.901953147742211
copper-sweep-40,0.5976849883794785,1.301376151790584,1.0763018883666131
misunderstood-sweep-1,0.5856458961963653,1.2502096639846816,1.132336639624368
dark-sweep-39,0.576541954278946,1.1297706391493236,1.035457017021581
electric-sweep-47,0.5762264013290406,1.0882621998671294,0.9612502877063924
playful-sweep-26,0.573309600353241,1.152965031899116,1.0586202215507323
blooming-sweep-38,0.5662865142027537,1.1628049868280648,1.0813590209077448
solar-sweep-18,0.5590221683184305,1.0659547534828029,0.9705161577884182
dry-sweep-44,0.5583714048067728,0.8312712751807094,0.8077790236334291
devoted-sweep-22,0.5488288005193075,1.2821930720000971,1.1380588892039891
whole-sweep-3,0.5435096522172292,1.0661432227242205,1.0224674444623445
floral-sweep-19,0.5432937562465667,1.1520292855335288,1.0540001672541317
magic-sweep-21,0.5313121775786082,0.9706664065317192,0.937044572537715
polished-sweep-35,0.524210873246193,0.8960755101626424,0.870054441531996
easy-sweep-49,0.5230466723442078,1.197749808920641,0.9468227790258176
electric-sweep-12,0.5224003692468008,1.1931046415667192,0.9780858141139956
crimson-sweep-20,0.5184260666370392,1.3729921512783738,1.0650238411595254
true-sweep-42,0.5070390492677689,1.302411211495392,1.1370672437905904
rosy-sweep-30,0.49980010986328127,1.1918759718535503,1.06708123116509
worldly-sweep-11,0.45733130872249605,1.348287258651904,1.2286002489388628
apricot-sweep-33,0.353463093439738,1.1049717904957352,1.028031126080619
wobbly-sweep-37,0.3478780339161555,1.0476406452967633,0.9656058553237244
