,valid_loss_best,test_sharpe_gross,test_sharpe_net
happy-sweep-11,0.9308133210454668,2.6878982858707445,1.6586331844544078
apricot-sweep-40,0.9254312941006252,2.104014226654735,1.1883530207426511
pretty-sweep-24,0.916905437197004,1.5265324131468876,0.5754417371656627
classic-sweep-50,0.9114357531070708,2.6066425071983055,1.6046748577345034
gallant-sweep-31,0.9084470186914716,2.6106920727757004,1.4709208016015405
easy-sweep-10,0.9042864399296896,2.3196877114345043,1.3548669675827711
jolly-sweep-17,0.9039084017276764,2.388818033104396,1.3545886495187105
solar-sweep-14,0.9032890796661376,2.363363344217413,1.2860924697153295
twilight-sweep-9,0.8801901489496231,1.9186710159985376,1.0835698707800645
hopeful-sweep-2,0.8757245540618896,2.4305983954602666,1.408577286496655
