,valid_loss_best,test_sharpe_gross,test_sharpe_net
efficient-sweep-36,0.29924343675374987,0.006890711556176373,-0.23376044417433248
worthy-sweep-3,0.2888156274954478,-0.03711043562600836,-0.11055736633141952
confused-sweep-22,0.26674172282218933,-0.0727737925800509,-0.1952194396117959
sage-sweep-33,0.26632168309556115,-0.012669823949065928,-0.1329676863898557
prime-sweep-7,0.2626390650868416,-0.10211990847923894,-0.2536301754482855
deft-sweep-18,0.255587625834677,-0.001684836003564252,-0.14997449318367922
fresh-sweep-29,0.25520931035280225,-0.19647478388978387,-0.366297417677414
polished-sweep-17,0.2536601200699806,0.11981979796912053,-0.1633431291129253
laced-sweep-41,0.2510758075863123,-0.14640526603297868,-0.5868652453756594
fresh-sweep-50,0.2444055908256107,-0.17166914445748405,-0.25578365248092616
polished-sweep-6,0.23822796372244032,0.01663679202989545,-0.024020008244892675
misunderstood-sweep-49,0.22963025104254484,-0.04483977572851644,-0.17435521734909662
crimson-sweep-47,0.22344684476653737,0.01709013742292627,-0.10007399113197273
dandy-sweep-30,0.216833073231909,-0.022769140784813766,-0.46069829351768815
radiant-sweep-39,0.2142253698160251,0.17165608993158898,0.10181585497621928
proud-sweep-28,0.21380583238270548,0.16921326731758315,-0.052304646991286605
smart-sweep-9,0.2059054484590888,0.031036074542881563,-0.14782057956271993
effortless-sweep-8,0.2047694619331095,0.03077233578947526,-0.19067508048605955
sunny-sweep-46,0.20092051517632273,-0.01543510758255658,-0.13334817008368235
dutiful-sweep-13,0.1981372069567442,-0.019671856570305134,-0.07927537669565819
solar-sweep-26,0.19667185925775105,-0.020658166288860684,-0.12556312458801472
fanciful-sweep-34,0.19176416397094723,0.24684581250661616,-0.07817828219844059
swift-sweep-48,0.17655012083964217,0.017203869250875584,-0.02589826437692931
floral-sweep-37,0.17435240166054833,0.0472430355890736,-0.009776231723232056
fragrant-sweep-31,0.17367785274982453,0.015316648478667346,-0.09111002968814497
honest-sweep-38,0.1718077298460735,0.13600243516624252,0.061128904563522025
distinctive-sweep-5,0.1625690095126629,-0.030619405271157855,-0.2727398926755192
cosmic-sweep-27,0.14612023273689878,-0.16450850784758517,-0.5329522267012007
usual-sweep-19,0.13651355143843424,0.0554003327668398,-0.7471886586546007
giddy-sweep-4,0.1363391959004932,0.012319804093594403,-0.2926519463853661
jolly-sweep-40,0.13630317598581315,-0.09336676016087396,-0.34434624668446145
desert-sweep-23,0.1345068472954962,-0.11539840893834188,-0.4886970275509505
graceful-sweep-2,0.13356774002313615,0.01564866014790098,-0.6864246458990133
splendid-sweep-16,0.13066122541204095,-0.008324485293376977,-0.06387716703153332
pleasant-sweep-12,0.11889185135563214,-0.09439225008943818,-0.5489139029089448
vibrant-sweep-14,0.11804859172035424,0.2077983062628791,-0.27645974440622156
crimson-sweep-20,0.11721087785230742,-0.059440863766380934,-0.7978883151819617
radiant-sweep-32,0.11701583231074944,-0.05123758006223128,-0.2179697939541595
laced-sweep-42,0.11295944121148851,0.09381389615313929,-0.25155500417979054
skilled-sweep-11,0.10276034399867058,-0.12011664428642974,-0.9097621506186034
treasured-sweep-10,0.10248340583509868,-0.013020541438105595,-0.10528890101483691
fragrant-sweep-1,0.08704338553878996,0.13430657389574988,-0.8567365077425336
vague-sweep-44,0.08238037154078484,-0.08199633463556798,-0.911408114153193
restful-sweep-21,0.07719541258282131,0.15540443228810108,-0.4464210108115474
swift-sweep-45,0.06728309061792162,-0.1164789629458372,-1.0127293763217842
solar-sweep-43,0.06554343592789438,0.02549258765662897,-0.21977014379947307
magic-sweep-24,0.06010293351331105,-0.0923529424273201,-0.5162690725429249
helpful-sweep-15,0.051104916589489825,0.034378465612428154,-0.1896171998814291
ancient-sweep-25,0.039169564118815794,-0.09100661128277432,-0.6355058399668789
revived-sweep-35,0.016212261359517772,0.06829849264476903,-0.6785253769646409
