,valid_loss_best,test_sharpe_gross,test_sharpe_net
glamorous-sweep-10,0.9459087312221528,2.3814340537043988,1.717357887210178
ruby-sweep-6,0.8275360703468323,1.99952504844806,1.2786672494110414
copper-sweep-26,0.7961682677268982,1.4075470354781452,0.7736603661318946
rich-sweep-23,0.7539447605609894,1.9427878580677955,1.2315015823169728
winter-sweep-34,0.7485803127288818,1.8095234887604812,1.0513799359616534
floral-sweep-27,0.7077124118804932,0.9763198687603516,0.5651970522219351
gallant-sweep-50,0.6841452360153198,1.4933572910126067,0.8839013933132984
effortless-sweep-35,0.6519460876782736,1.458125889254002,0.788826363985528
polar-sweep-24,0.6488889455795288,0.4850331087621943,0.2805259829534365
hardy-sweep-29,0.6410818278789521,0.7380545195433185,0.3697372395756779
mild-sweep-43,0.6298765142758688,0.9133639054674112,0.4198711180241718
quiet-sweep-37,0.6255277395248413,1.4388415436080255,0.9415841696071544
blooming-sweep-40,0.6141678889592489,0.5929782474674823,0.3206588431831219
deep-sweep-15,0.6058777451515198,1.087219245801882,0.530527193927832
good-sweep-28,0.6006032228469849,0.8497918456039993,0.1961649171046523
dry-sweep-41,0.5927005807558695,1.0381072309021435,0.5166575896738915
rich-sweep-16,0.5895565946896871,1.0421259316024076,0.33447793620919225
apricot-sweep-39,0.5851175983746847,0.8236252409560042,0.4464630863116598
hopeful-sweep-4,0.5826959013938904,1.3523374305052929,0.7044382180639044
pious-sweep-22,0.5762073814868927,0.7989763364919004,0.3216966200517279
stoic-sweep-45,0.5741715828577677,0.5672791298311316,0.31023494839357957
tough-sweep-47,0.572258061170578,0.7569210255097015,0.37856179747929464
light-sweep-2,0.5710502445697785,0.9112203169396376,0.5322479124322312
dandy-sweep-49,0.570202288031578,0.7078671670562019,0.48575306966744947
dutiful-sweep-38,0.5699273347854614,0.82371440400879,0.48709481400392296
comfy-sweep-48,0.5634754498799642,0.8672570931358643,0.4516198954958698
revived-sweep-17,0.5617590516805648,0.5991652505386705,0.5110915935063575
honest-sweep-19,0.5544798771540324,0.7920320582595882,0.5572772987460992
proud-sweep-21,0.5542669395605723,0.9658891236128484,0.6896499061220459
worldly-sweep-13,0.5528587073087692,0.6225237145232232,0.369074778859419
crisp-sweep-3,0.5516395370165507,0.6927253300424807,0.5395097991997466
fanciful-sweep-36,0.5436452627182007,0.5315871870886413,0.4109231490375565
eternal-sweep-11,0.543433427810669,0.6553334288569272,0.4939624382767731
pleasant-sweep-33,0.543210506439209,0.6747007546939062,0.4286214313766604
robust-sweep-8,0.5385621100664139,0.5463522659507557,0.3993317934332146
confused-sweep-30,0.5344840109348297,0.44866389279705793,0.24499475841729465
youthful-sweep-44,0.5319142192602158,0.8753861297925871,0.5308313417947256
desert-sweep-1,0.5311134263873101,0.4120847239902154,0.33518818707766934
peachy-sweep-25,0.5268866717815399,0.865751815332481,0.763976201417383
still-sweep-7,0.5268005669116974,0.5936534120108108,0.25346899837789216
deep-sweep-5,0.5233709116776785,1.1224412334073357,0.6776200062532036
apricot-sweep-14,0.5180795431137085,1.0003856020542778,0.46281399680936686
soft-sweep-46,0.5114702880382538,0.794441234050385,0.5649566187861094
vocal-sweep-18,0.5095928028225899,0.7505147994858516,0.56496941941718
rose-sweep-32,0.5023550167679787,0.9256421660331016,0.7781722369267676
apricot-sweep-31,0.4891725381215413,0.797340259628096,0.24318984442187672
serene-sweep-12,0.48723134994506834,0.856673844020123,0.47319491421090554
rich-sweep-20,0.47846554666757585,0.6857716461863741,0.3501132559151738
polished-sweep-9,0.4592542894184589,0.9747425752879,0.6777322312351324
cerulean-sweep-42,0.41646971305211383,0.7735088503316686,0.2906364586956333
