,valid_loss_best,test_sharpe_gross,test_sharpe_net
vital-sweep-5,0.6098695024847984,0.45625597571820337,0.37176619153544743
rare-sweep-21,0.45842059701681137,0.5938950610833533,0.5343492048243562
whole-sweep-17,0.4358393549919128,0.5013209974594879,0.4514844566841454
misunderstood-sweep-8,0.4265685826539994,0.6042199344019076,0.5559094424861677
eager-sweep-40,0.41671450436115265,0.5771572369285027,0.5421538681404878
eternal-sweep-14,0.41286730766296387,0.67913316123142,-0.044690013541193965
lilac-sweep-3,0.410155462367194,0.6621705567688587,0.6279549311539051
lyric-sweep-48,0.40882212668657303,0.43687380432593176,0.34565929135225576
legendary-sweep-39,0.3980458847114018,0.5382820119874329,0.45843308141721106
prime-sweep-41,0.39779342285224367,0.7214050466655124,0.6802262956864445
jolly-sweep-34,0.3854204565286637,0.5175802246581946,0.47830371961014273
stoic-sweep-31,0.3740472123026848,0.7988115548823941,0.6159073103886421
curious-sweep-12,0.3723234832286834,0.6677726190023324,-0.05338581173277353
summer-sweep-27,0.3714792536837714,1.0420384547014458,0.3647758839267432
comic-sweep-33,0.366077683866024,0.7446555860289582,0.7184994797925419
wobbly-sweep-42,0.36557748700891224,0.5568250567876865,0.4979236685798143
woven-sweep-7,0.3573637530207634,0.845090632747632,0.34121303424646704
desert-sweep-37,0.3501906916499138,0.6660893982976839,0.39487328982683295
upbeat-sweep-19,0.3487294688820839,0.5870674996873727,0.5490148345965951
eager-sweep-4,0.33670905019555775,0.6152815383369994,0.5727318181824289
wild-sweep-20,0.3359074369072914,0.742530729087008,0.6497235004139867
decent-sweep-13,0.33230750262737274,0.4873604017184398,0.4006197393088656
peach-sweep-36,0.3237867185047695,0.5630132273162721,0.5167039596098436
celestial-sweep-16,0.32279253910694805,1.016184520577056,0.3773374792389498
driven-sweep-15,0.3198787684419325,0.8950436060657839,0.3269919821890864
bright-sweep-10,0.31913984354053226,0.5823448660137427,0.5166515487699581
charmed-sweep-18,0.3165992085954973,0.6187961183074161,0.5709312968083723
feasible-sweep-23,0.31427447710718426,0.839330142088913,0.20205552407844493
silvery-sweep-38,0.3105687562908445,0.5002420992921967,0.33961809574924184
clear-sweep-6,0.3038630695747478,0.8879794960692133,0.2058602343077124
playful-sweep-32,0.29963455721735954,0.6595879191476166,0.5898890205049239
good-sweep-11,0.2942309172025749,0.6141210309025047,0.4522286263171066
genial-sweep-47,0.28462863460715326,0.6039026635913661,0.5630328971884637
misunderstood-sweep-45,0.28183942660689354,0.8513190165383179,0.2981730640736304
dutiful-sweep-49,0.27991984358855654,0.8158076901090889,0.4268651902347892
easy-sweep-28,0.27441268041729927,0.7030858951157174,0.5084324559033458
worthy-sweep-46,0.273411833415074,0.6720096183989511,0.00960789105267503
vague-sweep-24,0.2729570322803089,0.5580944948527529,0.45623639456175746
olive-sweep-1,0.27220314082556535,0.7351033395770812,0.1852275681743451
sleek-sweep-2,0.2634258600217955,0.6935535187462899,0.30111792406179405
fallen-sweep-35,0.2551311382225582,0.7090517099597484,0.031211823714733973
swept-sweep-22,0.2462039589881897,0.570126362010315,0.4825040217977471
copper-sweep-26,0.2444537699754749,0.7547744846535487,0.7192179532651558
helpful-sweep-50,0.2426087861614568,0.5113198476692788,0.3778833715936992
bright-sweep-43,0.2401250401245696,0.6411733202374835,0.5631263290939917
hearty-sweep-44,0.22922705213672348,0.7969332407194089,0.1382404354407686
swept-sweep-9,0.22778309136629105,0.4768590040066952,0.34941301792413026
glorious-sweep-29,0.2229811687554632,0.9032342787726646,0.28628538740373505
stellar-sweep-30,0.17182393744587898,0.8079461747799294,0.7096445346263843
serene-sweep-25,0.16928843834570476,0.7600922154691131,0.7186449346285427
